"OBJECTID","CNN","STREETNAME","FROM_ST","TO_ST","FACILITY_T","DIRECT","SURFACE_TR","BARRIER","NOTES","DIR","DOUBLE","FY","QTR","STREET_","LENGTH","NUMBER_","INSTALL_MO","UPDATE_YR","UPDATE_MO","INSTALL_YR","GLOBALID","SYMBOLOGY","SHARROW","BUFFERED","RAISED","CONTRAFLOW","GREENWAVE","BIAP","SM_SWEEPER","shape","RECOMMENDATION"
"2749","5681000","FOLSOM ST","10TH ST","JUNIPER ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"E","0","2,014","0","Folsom St","0.04594993","30",,"2,018","1","1971",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.412824226 37.77281216, -122.413419619 37.77234255)","3"
"1744","5659000","FOLSOM ST","ESSEX ST","2ND ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"E","0","0","0","Folsom St","0.08182386","30",,"2,016","4","2000",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.395645467 37.786378936, -122.396705177 37.78554213)","3"
"3759","293000","5TH ST","MISSION ST","MINNA ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","5th St","0.04245145","61",,"2,020","3","2009",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.406479403 37.782731636, -122.405931329 37.782296141)","3"
"845","131000","2ND ST","JESSIE ST","MISSION ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"N","0","0","0","2nd St","0.04233889","11",,"2,019","4","0",,"SEPARATED BIKEWAY","1","NO","YES","NO","NO","NO","NO","LINESTRING (-122.40034385 37.788442163, -122.399798024 37.788007161)","3"
"277","299000","5TH ST","FOLSOM ST","SHIPLEY ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","5th St","0.04244145","61",,"2,020","3","2009",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.403387209 37.780264972, -122.402840617 37.779828524)","3"
"966","3031201","BOSWORTH ST","ELK ST","BOSWORTH ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"W","0","0","0","Bosworth St","0.14286874","55",,"2,017","7","2011",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.439934386 37.734856809, -122.440024444 37.734908933, -122.440693807 37.735068831, -122.441014844 37.73556964, -122.441151582 37.735708934, -122.441384219 37.735860281, -122.441698261 37.735951456, -122.441867061 37.735976565, -122.441927296 37.735968229)","3"
"3992","303000","5TH ST","PERRY ST","BRYANT ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","5th St","0.07873169","85",,"2,020","3","2009",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.401312102 37.778608333, -122.40029776 37.777799011)","3"
"103","13057001","VALENCIA ST","14TH","ROSA PARKS LN","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"S","1","0","0","Valencia St","0.04612132","45",,"2,019","5","1999",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.422199174 37.768139683, -122.422134435 37.767472922)","3"
"11217","2760000","BATTERY ST","WASHINGTON ST","JACKSON ST","CLASS IV","1W",,"SAFE-HIT POSTS",,"N",,,,"Battery St","0.06311394",,"1",,,"2023",,"SEPARATED BIKEWAY","0","NO","NO","YES","NO","NO","NO","LINESTRING (-122.400498743 37.795880003, -122.400694544 37.796781843)","3"
"10566","12554201","THE EMBARCADERO","WASHINGTON ST","BROADWAY","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"S","0","0","0","The Embarcadero","0.21483667","20",,"2,022","3","2004",,"SEPARATED BIKEWAY","0","YES","NO","YES","NO","NO","NO","LINESTRING (-122.395406648 37.796687324, -122.397658168 37.79923908)","3"
"7696","5657000","FOLSOM ST","1ST ST","ECKER ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"W","1","0","0","Folsom St","0.06061248","30",,"2,020","12","1996",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.394481274 37.787298215, -122.395266295 37.786678345)","3"
"897","698000","16TH ST","6TH ST","OWENS ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"E","1",,,"16th St","0.10237743","40",,"2,021","1","1997",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.390797169 37.766802442, -122.392661868 37.76669146)","3"
"980","143000","2ND ST","TABER PL","FEDERAL ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"S","0","0","0","2nd St","0.01668434","11",,"2,021","5","0",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.39329722 37.782821345, -122.393082475 37.782649664)","3"
"2307","295000","5TH ST","NATOMA ST","HOWARD ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","0","0","0","5th St","0.04137863","61",,"2,020","3","2009",,"SEPARATED BIKEWAY","1","NO","NO","NO","NO","NO","YES","LINESTRING (-122.405466275 37.781925018, -122.404933347 37.781499509)","3"
"447","13069000","VALENCIA ST","21ST ST","HILL ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS","CR implemented 8/2023; SR implemented 5/2025","N","0","0","0","Valencia St","0.0553464","45",,"2,025","5","1996",,"SEPARATED BIKEWAY","0","NO","NO","NO","YES","NO","NO","LINESTRING (-122.42111754 37.75690201, -122.421041141 37.756101806)","3"
"3557","180000","3RD ST","TOWNSEND ST","KING ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"S","1","0","0","3rd St","0.07060172","5",,"2,024","3","2010",,"SEPARATED BIKEWAY","0","NO","NO","YES","NO","NO","NO","LINESTRING (-122.392749787 37.778851717, -122.391840525 37.778125698)","3"
"1354","5340000","EVANS AVE","TOLAND ST","MARIN ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","0","0","0","Evans Ave","0.08418142","68",,"2,022","10","2006",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.396008614 37.747262349, -122.396186171 37.747384961, -122.396647357 37.748351675)","3"
"4542","776000","17TH ST","ARKANSAS ST","CONNECTICUT ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"E","0","2,017","3","17th St","0.05304051","0","3","2,024","6","2017",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.397737383 37.765072208, -122.398703366 37.765013942)","3"
"3709","4845000","DIVISION ST","UTAH ST","10TH ST","CLASS IV","2W","GREEN PAINT","PARKING",,"W","1","0","0","Division St","0.0616949","36",,"2,016","12","2010",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.4068824 37.769298558, -122.408007204 37.76924401)","3"
"37","3088000","BRANNAN ST","7TH ST","8TH ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"W","0","2,020","2","Brannan St","0.17149953",,"11",,,"2019",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.403205081 37.773051102, -122.405424735 37.771296354)","0"
"813","12717000","TURK ST","JONES ST","TAYLOR ST","CLASS IV","1W","GREEN PAINT; GREEN-BACKED SHARROWS","SAFE-HIT POSTS",,"W","0",,,"Turk St","0.09130637",,"4",,,"2018",,"SEPARATED BIKEWAY","1","NO","NO","NO","NO","NO","YES","LINESTRING (-122.410764827 37.783214313, -122.412411747 37.783004079)","3"
"3737","10546000","POLK ST","HAYES ST","MARKET ST","CLASS IV","1W","GREEN PAINT","SAFE-HIT POSTS",,"S","1","2,014","4","Polk St","0.07805976","545",,"2,014",,"2010",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.418043167 37.777511711, -122.417896785 37.776807497, -122.417799571 37.776697563, -122.417501462 37.776540894)","3"
"2655","788000","17TH ST","BRYANT ST","FLORIDA ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"W","0","0","0","17th St","0.05306625","40",,"2,018","5","2012",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.410363748 37.764309985, -122.41133018 37.764251587)","3"
"48","10557000","POLK ST","ELLIS ST","OLIVE ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"N","0","0","0","Polk St","0.03290798","25",,"2,019","5","2000",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.419364168 37.784029116, -122.419454542 37.784500844)","3"
"3981","140000","2ND ST","HARRISON ST","STILLMAN ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"N","1","0","0","2nd St","0.07847633","19",,"2,021","5","0",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.395160622 37.784311012, -122.394150515 37.783503509)","3"
"153","414000","8TH ST","HERON ST","HARRISON ST","CLASS IV","1W","GREEN PAINT","SAFE-HIT POSTS",,"S","0","0","0","8th St","0.04235389","30",,"2,018","6","2001",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.409062375 37.774194756, -122.408516331 37.773759701)","3"
"3257","142000","2ND ST","BRYANT ST","TABER PL","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"S","0","0","0","2nd St","0.02492823","11",,"2,021","5","0",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.393618075 37.783077854, -122.39329722 37.782821345)","3"
"819","383000","7TH ST","HUBBELL ST","DAGGETT ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","0","0","0","7th St","0.06416222","23",,"2,019","7","2001",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.396653409 37.767825156, -122.39582644 37.767165957)","3"
"4395","7051000","HOWARD ST","8TH ST","9TH ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"W","0","0","0","Howard St","0.12015725","23",,"2,018","12","1997",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","N/A","LINESTRING (-122.411606113 37.776221356, -122.413161109 37.774991752)","3"
"3590","5664000","FOLSOM ST","4TH ST","5TH ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"E","0","2,014","0","Folsom St","0.17201448","30",,"2,021","5","1997",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.401159719 37.782024267, -122.403387209 37.780264972)","3"
"7695","5655000","FOLSOM ST","FREMONT ST","GROTE PL","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"W","1","0","0","Folsom St","0.02816261","30",,"2,020","12","2000",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.393597164 37.787996309, -122.39396192 37.7877083)","3"
"354","3240201","BROTHERHOOD WAY","ARCH ST","JUNIPERO SERRA BLVD ON RAMP","CLASS IV","2W",,"SAFE-HIT POSTS",,"W","0","0","0","Brotherhood Way","0.16352147","20",,"2,021","5","1997",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.467072691 37.712421872, -122.46719156 37.712477013, -122.468018112 37.712454562, -122.468669736 37.712524193, -122.469304124 37.712647428)","0"
"5210","4218000","CLIPPER ST","CLIPPER TERR","HIGH ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"E","1","0","0","Clipper St","0.05873053","60",,"2,020","2","2009",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.442519009 37.748183216, -122.442584207 37.748079345, -122.443161821 37.747504352)","3"
"5764","6816000","HAYES ST","OCTAVIA BLVD NB","OCTAVIA BLVD SB","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS","seg is two split and merged segs","W","0","2,019",,"Hayes St","0.01444928",,"1",,,"2020",,"SEPARATED BIKEWAY","0","NO","NO","YES","NO","NO","NO","LINESTRING (-122.424362578 37.776706843, -122.424623184 37.776673586)","3"
"917","7029000","HOWARD ST","SPEAR ST","MAIN ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"W","1","0","0","Howard St","0.06823982","30",,"2,020",,"2012",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.392524623 37.791310971, -122.393407939 37.79061267)","3"
"71","13057001","VALENCIA ST","14TH","ROSA PARKS LN","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"N","0","0","0","Valencia St","0.04612132","45",,"2,019","5","1999",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.422199174 37.768139683, -122.422134435 37.767472922)","3"
"12493","8053101","LAKE MERCED BLVD","LAKE MERCED HILL","UNNAMED #129","CLASS IV","2W",,"CONCRETE; SAFE-HIT POSTS",,"N","0","0","0","Lake Merced Blvd","0.14439364","885","1","2,026","1","2025",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.485383501 37.711318668, -122.485332641 37.710318074, -122.48515701 37.70949415, -122.485136377 37.709238075)","3"
"1310","2152000","ALEMANY BLVD","PUTNAM ST","INDUSTRIAL ST OFF RAMP","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"E","0","0","0","Alemany Blvd","0.16898192","45",,"2,021","1","2011",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.408169098 37.735859113, -122.408432847 37.735818594, -122.408870299 37.735739444, -122.409150576 37.735647421, -122.409401644 37.735548664, -122.409629895 37.73542667, -122.409864267 37.735269771, -122.410599912 37.734769332, -122.410829501 37.734732915)","3"
"67","10556000","POLK ST","WILLOW ST","ELLIS ST","CLASS IV","2W","GREEN PAINT; GREEN-BACKED SHARROWS","SAFE-HIT POSTS",,"N","0","0","0","Polk St","0.0322023","25",,"2,019","5","2000",,"SEPARATED BIKEWAY","1","NO","NO","NO","NO","NO","YES","LINESTRING (-122.419273432 37.783567785, -122.419364168 37.784029116)","3"
"7687","12552101","THE EMBARCADERO","HOWARD ST","MISSION ST","CLASS IV","2W",,"CONCRETE; SAFE-HIT POSTS",,"N","1",,,"The Embarcadero","0.1196433",,,"2,020","11","2001",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.391086535 37.792445, -122.39249933 37.793768814)","3"
"4607","291000","5TH ST","MINT PLZ","JESSIE ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","0","0","0","5th St","0.01308587","61",,"2,020","3","2009",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.407184628 37.783291992, -122.407015678 37.78315775)","3"
"4117","366001","7TH ST","STEVENSON ST","JESSIE ST","CLASS IV","1W","GREEN PAINT","SAFE-HIT POSTS",,"N","0","2,017","4","7th St","0.03484481","23",,"2,017","5","2006",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.411933409 37.780005869, -122.411484146 37.779647942)","3"
"11213","2763000","BATTERY ST","BROADWAY","VALLEJO ST","CLASS IV","1W",,"SAFE-HIT POSTS",,"S",,,,"Battery St","0.06642497",,"1",,,"2023",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.401064499 37.798585054, -122.401253448 37.799536447)","3"
"637","8843201","MASONIC AVE","GEARY BLVD","ANZA ST","CLASS IV","2W","GREEN PAINT","CONCRETE",,"S","1",,,"Masonic Ave","0.09737966","55",,"2,018","8",,,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","YES","LINESTRING (-122.447301513 37.782391642, -122.447450899 37.782195218, -122.447637302 37.781719178, -122.447679269 37.781510025, -122.447602891 37.781140917, -122.447517982 37.781069512)","3"
"157","15049000","16TH ST","ILLINOIS ST","TERRY FRANCOIS BLVD","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"W","0","20","2","16th St","0.11135753",,"1",,,"2020",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.38613562 37.767075978, -122.388164137 37.766957911)","3"
"11843","14087101","AVENUE OF THE PALMS","CLIPPER COVE","MACALLA RD","CLASS IV","2W","GREEN PAINT","CONCRETE",,"S",,,,"Avenue of the Palms","0.19556318",,"1",,,"2023",,"SEPARATED BIKEWAY","0","NO",,,,,,"LINESTRING (-122.371031538 37.813223805, -122.371081051 37.813330901, -122.371015392 37.813567266, -122.370976166 37.813721681, -122.370954397 37.813849562, -122.370930325 37.814019928, -122.370926661 37.814234777, -122.370941129 37.814448599, -122.370975398 37.814635017, -122.371024183 37.814859988, -122.371089131 37.815046801, -122.371196055 37.815282542, -122.371285211 37.81543348, -122.37162008 37.815931899)","3"
"12802","182000","3RD ST","BERRY ST","CHANNEL ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS","Split a CNN for accuracy","S","1","0","0","3rd St","0.07627142","5",,"2,024","3","2010",,"SEPARATED BIKEWAY","1","NO","NO","YES","NO","NO","NO","LINESTRING (-122.391121418 37.777553277, -122.390953522 37.777418876, -122.390639284 37.777173064)","3"
"828","131000","2ND ST","JESSIE ST","MISSION ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"S","1","0","0","2nd St","0.04233889","61",,"2,019","4","0",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.40034385 37.788442163, -122.399798024 37.788007161)","3"
"3274","376000","7TH ST","BRANNAN ST","TOWNSEND ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"N","0","0","0","7th St","0.1201177","23",,"2,020","7","1998",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.403205081 37.773051102, -122.401656681 37.771817126)","3"
"110","10549000","POLK ST","GROVE ST","MC ALLISTER ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"S","1","2,014","4","Polk St","0.12382818","25",,"2,024","10","2000",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.418226582 37.778489117, -122.418598509 37.780260133)","3"
"728","8754101","MARKET ST","POLK ST","11TH ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,,"0","0","0","Market St","0.09230205","2",,"2,011","5","2004",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","N/A","LINESTRING (-122.417501462 37.776540894, -122.41868359 37.775586569)","3"
"1098","7988201","LAGUNA HONDA BLVD","7TH AV","CLARENDON AV","CLASS IV","2W",,"SAFE-HIT POSTS",,"S","1","0","0","Laguna Honda Blvd","0.27532923","40",,"2,017","6","1997",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.463627291 37.754788065, -122.463685561 37.754595347, -122.463802799 37.754145106, -122.463804487 37.753811246, -122.463742127 37.753610795, -122.463611268 37.753318489, -122.463365458 37.752994714, -122.46314165 37.752764761, -122.462752573 37.75247437, -122.462442081 37.752202938, -122.462149909 37.751885895, -122.461832767 37.751646762, -122.46161687 37.751545438, -122.461523603 37.751503561)","3"
"1760","12553201","THE EMBARCADERO","MISSION ST","WASHINGTON ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"S","1","0","0","The Embarcadero","0.25657729","5",,"2,022","3","2004",,"SEPARATED BIKEWAY","0","YES","NO","YES","NO","NO","NO","LINESTRING (-122.39249933 37.793768814, -122.395406648 37.796687324)","3"
"96","10551000","POLK ST","REDWOOD ST","GOLDEN GATE AV","CLASS IV","2W","GREEN PAINT; GREEN-BACKED SHARROWS","SAFE-HIT POSTS",,"N","0","0","0","Polk St","0.03236689","25",,"2,019","5","2005",,"SEPARATED BIKEWAY","1","NO","NO","NO","NO","NO","YES","LINESTRING (-122.418708904 37.780773161, -122.41880845 37.781235767)","3"
"44","7038000","HOWARD ST","3RD ST","4TH ST","CLASS IV","1W","GREEN PAINT; KHAKII PAINT","PARKING; SAFE-HIT POSTS",,"W","0","0","0","Howard St","0.1730554","30",,"2,019","11","1997",,"SEPARATED BIKEWAY","1","NO","NO","NO","NO","NO","YES","LINESTRING (-122.400468484 37.785030284, -122.402708154 37.783259236)","3"
"3493","413000","8TH ST","RINGOLD ST","HERON ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"S","0","0","0","8th St","0.03512695","30",,"2,017","7","2005",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.409519521 37.774552166, -122.409062375 37.774194756)","3"
"4842","4219000","CLIPPER ST","HIGH ST","CLIPPER ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"W","0","0","0","Clipper St","0.06717777","50",,"2,020","2","2009",,"SEPARATED BIKEWAY","1","NO","NO","NO","NO","NO","NO","LINESTRING (-122.443161821 37.747504352, -122.443960753 37.746765217)","3"
"8026","11367000","SAN BRUNO AVE","HUNTER ST","RICKARD ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"S",,,,"San Bruno Ave","0.05378099",,"1",,,"2021",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.407284794 37.735201275, -122.407138131 37.735060454, -122.406815947 37.734521007)","1"
"4671","778000","17TH ST","CAROLINA ST","WISCONSIN ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"E","0","2,017","3","17th St","0.05331797","0","3","2,024","6","2017",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.399662287 37.764956094, -122.40063332 37.764897507)","3"
"3271","781000","17TH ST","KANSAS ST","RHODE ISLAND ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"W","1","2,017","3","17th St","0.05291216","0","3","2,024","6","2017",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.402563397 37.764781034, -122.403527035 37.76472287)","3"
"1953","2157103","ALEMANY BLVD","CONGDON ST","STONYBROOK AVE","CLASS IV","1W",,"SAFE-HIT POSTS",,"E","0","0","0","Alemany Blvd","0.24587729","45",,"0",,"2011",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","N/A","LINESTRING (-122.426176772 37.731168287, -122.425778215 37.731087502, -122.424970718 37.731052977, -122.423717302 37.731103302, -122.422259613 37.731250228, -122.421731306 37.731354661)","3"
"2030","6431201","GREAT HWY HWY","POINT LOBOS AV","BALBOA ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"N","1","0","0","Great Hwy","0.12235791","95",,"0",,"2013",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.511938326 37.77675619, -122.51181818 37.776565733, -122.511735673 37.776439457, -122.511623583 37.776260047, -122.511532255 37.776061088, -122.511473148 37.775892037, -122.511427053 37.775575546, -122.511403014 37.775368244, -122.511353859 37.775226344, -122.511294925 37.775075961)","3"
"83","10560000","POLK ST","MYRTLE ST","GEARY ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"N","0","0","0","Polk St","0.03218238","20",,"2,019","5","2003",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.419638989 37.785433036, -122.419738735 37.785892901)","3"
"11842","14087201","AVENUE OF THE PALMS","CLIPPER COVE","MACALLA RD","CLASS IV","2W",,"CONCRETE",,"N",,,,"Avenue of the Palms","0.19906452",,"1",,,"2023",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.371031538 37.813223805, -122.370957787 37.813302056, -122.370882116 37.813577445, -122.370852739 37.813711157, -122.370815786 37.81398992, -122.37080791 37.814139492, -122.370814906 37.814339872, -122.370883692 37.815073421, -122.370917635 37.815214136, -122.371009712 37.815496585, -122.371115185 37.815698269, -122.371315877 37.815989807, -122.371328927 37.816006306)","3"
"2664","782000","17TH ST","KANSAS ST","VERMONT ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"E","1","0","0","17th St","0.0532584","40",,"2,024","6","2011",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.403527035 37.764722871, -122.404496977 37.764664317)","3"
"4113","10549000","POLK ST","GROVE ST","MC ALLISTER ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"N","0","2,014","4","Polk St","0.12382818","25",,"2,024","10","2000",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.418226582 37.778489117, -122.418598509 37.780260133)","3"
"2152","141000","2ND ST","STILLMAN ST","BRYANT ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"N","1","0","0","2nd St","0.04136652","11",,"2,021","5","0",,"SEPARATED BIKEWAY","0","NO","YES","NO","NO","NO","NO","LINESTRING (-122.394150515 37.783503509, -122.393618075 37.783077854)","3"
"2406","7056000","HOWARD ST","10TH ST","11TH ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"W","0","0","0","Howard St","0.0921835","30",,"2,018","12","1971",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.414367691 37.774043328, -122.41556139 37.773100588)","3"
"1728","7045000","HOWARD ST","RUSS ST","MOSS ST","CLASS IV","1W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"W","0","0","0","Howard St","0.04342718","30",,"2,018","12","2005",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","N/A","LINESTRING (-122.408271589 37.778860687, -122.408832677 37.778415536)","3"
"2723","11475000","SAN JOSE AVE ON RAMP","MONTEREY BLVD","SAN JOSE AVE ON RAMP","CLASS IV","2W",,"SAFE-HIT POSTS",,"E","0","2,014","4","San Jose Ave","0.20497703","70",,"2,014",,"2010",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.435457687 37.732093484, -122.435153775 37.732115849, -122.434644434 37.732322139, -122.434336111 37.732325371, -122.434067364 37.732224782, -122.433767518 37.732150049, -122.433378343 37.732194646, -122.4330202 37.732404311, -122.432305383 37.732891318, -122.432172318 37.732969607)","3"
"1197","788000","17TH ST","BRYANT ST","FLORIDA ST","CLASS IV","2W",,"SAFE-HIT POSTS",,"E","1","0","0","17th St","0.05306625","40",,"2,018","5","2012",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.410363748 37.764309985, -122.41133018 37.764251587)","3"
"4454","2474000","CESAR CHAVEZ ST","MISSISSIPPI ST","MISSOURI ST","CLASS IV","2W","GREEN PAINT","SAFE-HIT POSTS",,"E","1","0","0","Cesar Chavez St","0.1080224","7",,"0",,"2012",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","YES","LINESTRING (-122.393340266 37.749915158, -122.395307863 37.749803786)","3"
"861","137000","2ND ST","CLEMENTINA ST","FOLSOM ST","CLASS IV","2W","GREEN PAINT","PARKING; SAFE-HIT POSTS",,"N","1","0","0","2nd St","0.04105845","11",,"2,019","4","0",,"SEPARATED BIKEWAY","0","NO","NO","NO","NO","NO","NO","LINESTRING (-122.39723446 37.785963991, -122.396705177 37.78554213)","3"
